Gene,RPKM,mRNA per cell cycle,Time to refire
hfq,88.10387406,5.308358929,339.0878469
ymzC,10.01005746,3.354451638,536.600373
ymzA,110.127,5.85937754,307.1998668
nrdI,575.191,17.49527882,102.8848993
nrdE,601.7248927,18.15915682,99.12354512
nrdF,637.2082728,19.04695099,94.50331454
ymaB,205.847,8.25429194,218.0683713
cwlC,14.3379,3.462734258,519.8204268
spoVK,8.29023,3.311421555,543.5731967
hflX,131.386,6.39127772,281.6338264
ynbB,132.289,6.41387078,280.6417625
glnR,1550.24,41.8910048,42.96865183
glnA,3204.48,83.2800896,21.6138096
ynxB,585.2400224,17.74670536,101.427277
ynzF,19.00136485,3.579414149,502.8755895
ynzG,4.06478,3.205700796,561.4996891
ynaB,47.48806155,4.2921513,419.3701187
ynaC,29.69046499,3.846855434,467.9146464
ynaD,2.85896,3.175531179,566.8343022
ynaE,19.39444759,3.589249079,501.4976561
ynaF,16.44987187,3.515575794,512.0071662
ynaG,16.1105,3.50708471,513.2467986
ynzI,13.81513985,3.449654799,521.79134
ynaI,6.483021135,3.266205189,551.0982611
xynP,2.205050253,3.159170357,569.7698435
xynB,4.60662,3.219257632,559.1351192
xylR,25.67701066,3.746438807,480.456266
xylA,12.4752,3.416129504,526.9121085
xylB,11.8418,3.400281836,529.3678838
yncB,28.8439,3.825674378,470.5052815
yncC,9.43743,3.340124499,538.9020681
alrB,1.06087,3.130542967,574.9801292
yncE,27.1602,3.783548204,475.7439057
dutA,585.2400224,17.74670536,101.427277
cotU,15.4309,3.490081118,515.7473248
ynzJ,37.67125139,4.04653471,444.8250489
,585.2400224,17.74670536,101.427277
thyA,64.4084,4.715498168,381.7200083
,585.2400224,17.74670536,101.427277
yncM,25.1477,3.733195454,482.1606643
ynzK,16.28159046,3.511365393,512.6211027
cotC,12.61161621,3.419542638,526.386184
tatAC,585.2400224,17.74670536,101.427277
,585.2400224,17.74670536,101.427277
yndA,5.55787,3.243057907,555.0317174
flvS,585.2400224,17.74670536,101.427277
ynzB,16.7518,3.523130036,510.9093282
yndD,1.57882,3.143502076,572.6097697
yndE,1.175623785,3.133414107,574.4532764
yndF,1.68613,3.146186973,572.1211154
yndG,15.2028,3.484374056,516.5920682
yndH,16.5477,3.518023454,511.650938
yndJ,17.7757,3.548748014,507.2211363
yndK,20.54123773,3.617941768,497.5204454
surA,585.2400224,17.74670536,101.427277
pghL,585.2400224,17.74670536,101.427277
yndM,1.669258215,3.145764841,572.1978887
fosB,26.46873683,3.766247795,477.9292542
yzzP,585.2400224,17.74670536,101.427277
ncrF,585.2400224,17.74670536,101.427277
lexA,301.5295137,10.64826843,169.0415687
dinK,585.2400224,17.74670536,101.427277
dinL,585.2400224,17.74670536,101.427277
ynzC,379.3062164,12.59424153,142.9224614
tktA,585.2400224,17.74670536,101.427277
pcfA,11.69538025,3.396618414,529.9388335
yneF,1277.550126,35.06830415,51.32840163
spo0D,585.2400224,17.74670536,101.427277
ccdA,21.8333,3.650269166,493.1143207
yneI,57.66578432,4.546797924,395.8829995
yneJ,213.425,8.4438935,213.1718028
yneK,72.90401444,4.928058441,365.2554087
cotM,6.348086736,3.26282913,551.6684841
sspP,7.646030944,3.295303694,546.2319006
sspO,4.148989341,3.207807713,561.1308909
citB,66.003,4.75539506,378.5174475
yneN,17.1084,3.532052168,509.6187469
ynzL,0.415491911,3.114395608,577.9612569
sspN,0.837203364,3.124946828,576.0098008
sspT,585.2400224,17.74670536,101.427277
yneP,63.9785,4.70474207,382.5927061
yneQ,71.40187131,4.89047482,368.0624206
yneR,272.5331795,9.922780151,181.400774
plsY,183.881,7.70470262,233.6235529
yneT,138.14,6.5602628,274.379252
parE,172.14,7.4109428,242.8840768
parC,236.992571,9.033554126,199.2571224
ynfCc,585.2400224,17.74670536,101.427277
ynfCn,585.2400224,17.74670536,101.427277
alsT,801.249,23.15124998,77.74958162
rnpA,995.5088887,28.0116324,64.25901835
rpmH,585.2400224,17.74670536,101.427277
